Section A,Section B,Journal Category,Journal Title,Keyword,MeSH,Paper,Project Category,Project Term,Normal Inverse Distance
Pathogenesis and Immunity Section,Intracellular Parasite Biology Section,0.24097098875074,0.0869565217391304,0.1106870229007633,0.1962293189688341,0.0,0.0683060109289617,0.094141488577745,0.11075219233794528
Vaccine Development Unit,Intracellular Parasite Biology Section,0.24097098875074,0.0869565217391304,0.1106870229007633,0.1962293189688341,0.0,0.0683060109289617,0.094141488577745,0.11075219233794528
B-Cell Molecular Immunology Section,Antibacterial Host Defense Unit,0.1558823529411764,0.0802919708029197,0.0970149253731343,0.1101871101871102,0.0,0.2702702702702703,0.0849453322119428,0.11074854846386263
HIV Pathogenesis Section,Cellular Immunology Section,0.4042553191489361,0.0915492957746478,0.0861581920903954,0.144994246260069,0.0032362459546925,0.0555555555555555,0.0494505494505494,0.11074721225850935
Translational Autoinflammatory Disease Studies Unit,Malaria Immunology Section,0.1715006305170239,0.044280442804428,0.0388625592417061,0.1653182308522114,0.0,0.2558139534883721,0.1274658573596358,0.11074520645409137
Molecular Genetics Section (Laboratory of Bacteriology),B-Cell Molecular Immunology Section,0.2201138519924098,0.0494505494505494,0.0116959064327485,0.1020677518697756,0.0,0.3428571428571428,0.1006456513482719,0.11074116378376117
Viral Biology Section,Inflammation Biology Section,0.1974683544303797,0.0677966101694915,0.0829694323144104,0.1321770334928229,0.0,0.2222222222222222,0.0924657534246575,0.11072431996345176
Molecular Signaling Section,Lymphocyte Activation Section,0.2290836653386454,0.1051660516605166,0.0762564991334488,0.1204131227217497,0.0,0.1935483870967742,0.0707445769005276,0.11070696091656076
Lymphocyte Activation Section,Immune Activation Section,0.2290836653386454,0.1051660516605166,0.0762564991334488,0.1204131227217497,0.0,0.1935483870967742,0.0707445769005276,0.11070696091656076
Molecular Pathology Section,Genomic Technologies Section,0.3031161473087819,0.1641791044776119,0.1666666666666666,0.189289501590668,0.0,0.0,0.0,0.1107033573653235
Neuroimmunological Diseases Section,B-Cell Immunology Section,0.1720183486238532,0.0858895705521472,0.0875763747454175,0.2142465753424657,0.0,0.0985915492957746,0.1325115562403698,0.11068644421006506
Neuroimmunology Unit,Malaria Infection Biology and Immunity Unit,0.2944983818770226,0.1428571428571428,0.0890207715133531,0.1098339719029374,0.0,0.1176470588235294,0.0496453900709219,0.11066431530900517
Pathogen Molecular Genetics Section,HIV-Specific Immunity Section,0.2682926829268293,0.1245674740484429,0.0340356564019448,0.0938798116865134,0.0,0.2,0.0831804281345565,0.11066021747430389
Viral Immunity and Pathogenesis Unit,Immunity to Pulmonary Pathogens Section,0.3266666666666666,0.1639344262295081,0.1052631578947368,0.1696315120711563,0.0,0.0,0.0544611819235225,0.11065891805247546
Helminth Immunology Section,HIV Pathogenesis Section,0.3231972198088618,0.1416122004357298,0.0628484541307653,0.1649758855812406,0.003831417624521,0.072289156626506,0.0444264943457189,0.11065594899271675
Molecular Development of the Immune System Section,Malaria Immunology Section,0.2457337883959044,0.0693069306930693,0.0559895833333333,0.1572620215897939,0.0,0.1574803149606299,0.1110292311471383,0.11065204288219178
Viral Pathogenesis and Vaccine Section,Emerging Virus Immunity Unit,0.2396226415094339,0.1129032258064516,0.2582938388625592,0.2116071428571428,0.0,0.0,0.0,0.11063379382901418
Genetic Immunotherapy Section,Barrier Immunity Section,0.2681623931623931,0.1170568561872909,0.1163708086785009,0.1679846633117661,0.0,0.0727272727272727,0.0571822252841887,0.11062100210383854
Physiology Unit,Malaria Functional Genomics Section,0.1170395869191049,0.0659340659340659,0.1,0.1162162162162162,0.005181347150259,0.2592592592592592,0.1308304891922639,0.11061910198335109
Viral Pathogenesis and Evolution Section,Chlamydial Diseases Section,0.253384912959381,0.0643776824034334,0.0384615384615384,0.1046762589928057,0.0,0.2605042016806723,0.0882117080994386,0.11060245522286326
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Clinical Research Section,0.1937244201909959,0.079416531604538,0.0447708989157047,0.1033078252283386,0.0,0.2727272727272727,0.1087993064586042,0.11059907636514095
Malaria Immunology Section,Cellular Immunology Section,0.1856492027334852,0.0465116279069767,0.0617283950617283,0.1375330608319307,0.0,0.2352941176470588,0.13046875,0.11058849281847827
Neuroimmunology Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.2412177985948477,0.0579710144927536,0.0127795527156549,0.1176470588235294,0.0,0.2592592592592592,0.1210308329498389,0.11056971648282246
Mucosal Immunity Section,Fungal Pathogenesis Section,0.2621527777777778,0.064,0.133879781420765,0.2034782608695652,0.0,0.0985915492957746,0.0407375643224699,0.11055014974880258
Malaria Genetics Section,Clinical Research Section,0.1874366767983789,0.0866425992779783,0.0553745928338762,0.0823033707865168,0.0,0.2941176470588235,0.0996384089995982,0.1105470341237622
Lymphocyte Biology Section,Chemotaxis Signal Section,0.2126984126984127,0.0692640692640692,0.1221374045801526,0.1238866396761133,0.0040650406504065,0.1650485436893204,0.0919540229885057,0.110545239830079
Neuroimmunology Unit,Lung and Vascular Inflammation Section,0.1732456140350877,0.0698924731182795,0.0736086175942549,0.1454018227009113,0.0,0.1923076923076923,0.1348314606741573,0.11053424303788335
Molecular Biology Section,Biology of Vector-Borne Viruses Section,0.1829268292682926,0.037037037037037,0.0338164251207729,0.1090387374461979,0.0,0.3571428571428571,0.104052573932092,0.11052053725579798
Genetic Engineering Section,Cellular Immunology Section,0.2052052052052052,0.042316258351893,0.0717488789237668,0.1269264069264069,0.0,0.2941176470588235,0.068642160540135,0.11050079267128758
Type 2 Immunity Section,Molecular Microbiology Section,0.2873134328358209,0.0804597701149425,0.0639810426540284,0.1227992957746478,0.0,0.1343283582089552,0.111056511056511,0.1104819234685041
Molecular and Cellular Immunoregulation Section,Immune Deficiency Genetics Section,0.2305295950155763,0.1048780487804878,0.0368311327310632,0.1398153382325231,0.0,0.1818181818181818,0.1008746355685131,0.11047461776474514
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Human Eosinophil Section,0.240364400840925,0.1268533772652388,0.0657627118644067,0.132380360472343,0.0029282576866764,0.1276595744680851,0.095137420718816,0.11046556459008437
Viral Immunology Section,Immunobiology and Molecular Virology Unit,0.3867924528301887,0.1340782122905028,0.1204188481675392,0.2002540220152413,0.0,0.0,0.0,0.11044949791660467
Signaling Systems Section,Apicomplexan Molecular Physiology Section,0.2375478927203065,0.0967741935483871,0.0505050505050505,0.1058923996584116,0.0,0.1818181818181818,0.1215094339622641,0.11043459281182624
Metaorganism Immunity Section,HIV Pathogenesis Section,0.3919597989949748,0.0875420875420875,0.0802069857697283,0.1538461538461538,0.0031055900621118,0.0441176470588235,0.0685121107266436,0.11042007718524487
Type 2 Immunity Section,Apicomplexan Molecular Physiology Section,0.247457627118644,0.0673076923076923,0.0495495495495495,0.086890243902439,0.0,0.2432432432432432,0.1092498179169701,0.1104192701028622
Human Immunological Diseases Section,Clinical Pathophysiology Section,0.1542056074766355,0.082437275985663,0.0788990825688073,0.1620174697097774,0.0,0.1711711711711711,0.1370471633629528,0.11041133471326359
Malaria Immunology Section,Clinical Pathophysiology Section,0.1776581426648721,0.0779816513761468,0.0496894409937888,0.1350237717908082,0.0,0.2264150943396226,0.126134734830387,0.1104004024774746
Neuroimmunology Unit,Chlamydial Diseases Section,0.2163742690058479,0.0526315789473684,0.0658536585365853,0.1441441441441441,0.0,0.2191780821917808,0.0979570455735987,0.11037253352748552
T-Lymphocyte Biology Section,Multiscale Systems Biology Section,0.2149122807017544,0.0384615384615384,0.0423280423280423,0.1024033437826541,0.0,0.2727272727272727,0.1353013530135301,0.11034809008487455
Gene Regulation Section,Caliciviruses Section,0.3540372670807453,0.0564516129032258,0.0456852791878172,0.107671601615074,0.0,0.18,0.0760340632603406,0.11032662331363152
Malaria Functional Genomics Section,Barrier Immunity Section,0.2009132420091324,0.0692041522491349,0.0730717185385656,0.1348314606741573,0.0,0.238095238095238,0.0793010752688172,0.11031156548139397
TSE/Prion Biochemistry Section,Disease Modeling and Transmission Section,0.2521877486077963,0.1380846325167037,0.0453593859036985,0.1109253065774805,0.0,0.1533333333333333,0.0944206008583691,0.11031046593313443
Coxiella Pathogenesis Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.2022471910112359,0.0492424242424242,0.070631970260223,0.1319498825371965,0.0,0.2,0.1378667908709827,0.1103083099408164
Viral Biochemistry Section,Molecular Genetics Section (Laboratory of Bacteriology),0.3779697624190065,0.05625,0.0146341463414634,0.0839813374805598,0.0,0.1739130434782608,0.1219290263876251,0.11029298329320625
Malaria Infection Biology and Immunity Unit,Clinical Pathophysiology Section,0.3015873015873015,0.1478260869565217,0.0422222222222222,0.2050156739811912,0.0,0.0769230769230769,0.0378787878787878,0.1102916000711879
Vector Biology Section,Immune Activation Section,0.2068126520681265,0.0952380952380952,0.0818385650224215,0.1309032142215837,0.0,0.1948051948051948,0.0798446266724212,0.11028780718270106
Vector Biology Section,Molecular Signaling Section,0.2068126520681265,0.0952380952380952,0.0818385650224215,0.1309032142215837,0.0,0.1948051948051948,0.0798446266724212,0.11028780718270106
Malaria Genetics Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.127485380116959,0.0714285714285714,0.118705035971223,0.0987261146496815,0.0,0.2857142857142857,0.0952380952380952,0.1102728928930097
Pathogen Molecular Genetics Section,Molecular Pathogenesis and Biomarkers Section,0.2744897959183673,0.1454545454545454,0.0691244239631336,0.0972338642078793,0.0,0.1388888888888889,0.0716612377850162,0.11026053354160104
Type 2 Immunity Section,DNA Tumor Virus Section,0.3624595469255663,0.081081081081081,0.0830039525691699,0.0813232253618194,0.0,0.12,0.0882103477523324,0.11025854910679914
HIV Pathogenesis Section,Genetic Immunotherapy Section,0.2716450216450216,0.1621621621621621,0.1061299176578225,0.1860226104830421,0.0,0.0357142857142857,0.042022792022792,0.11024855785948909
Metaorganism Immunity Section,Chlamydial Diseases Section,0.2255965292841648,0.0714285714285714,0.062,0.1102831594634873,0.0,0.2298850574712643,0.0971463266545233,0.11024823125213763
Pathogen-Host Cell Biology Section,Genetic Engineering Section,0.2104300091491308,0.1093023255813953,0.0839598997493734,0.1224342815988476,0.0,0.2150537634408602,0.0515781370284834,0.1102441107249232
Viral Pathogenesis and Evolution Section,TSE/Prion Molecular Biology Section,0.2613168724279835,0.1141552511415525,0.0500676589986468,0.0803052325581395,0.0,0.1788079470198675,0.11183970856102,0.11023528864997044
Molecular and Cellular Immunology Section,Computational Biology Unit,0.2493638676844783,0.125,0.0425531914893617,0.106060606060606,0.0,0.238095238095238,0.0426296866974833,0.1102192551526566
Molecular Microbiology Section,Lymphocyte Biology Section,0.227405247813411,0.043010752688172,0.063953488372093,0.144083384426732,0.0,0.203125,0.1136957658128593,0.11021251682655456
Lyme Disease Studies Unit,Chlamydial Diseases Section,0.2747252747252747,0.089430894308943,0.0433734939759036,0.1418060200668896,0.0,0.1666666666666666,0.0828729281767955,0.11018804451260678
Viral Pathogenesis Section (Laboratory of Immunoregulation),Translational Autoinflammatory Disease Studies Unit,0.253012048192771,0.0682926829268292,0.050755939524838,0.1466417910447761,0.0,0.15625,0.1196047841913676,0.11018751233032954
Malaria Functional Genomics Section,Coxiella Pathogenesis Section,0.2726045883940621,0.0658436213991769,0.0383141762452107,0.1220314212641578,0.0,0.2105263157894736,0.0933701657458563,0.11016317484729043
HIV-Specific Immunity Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.1682539682539682,0.1081081081081081,0.075187969924812,0.0980258679373723,0.0,0.1587301587301587,0.1760780287474332,0.11016136337836202
Viral Pathogenesis and Evolution Section,Cellular Immunology Section,0.2291666666666666,0.0397553516819571,0.0532837670384138,0.1066961000735835,0.0,0.2325581395348837,0.1375894331315355,0.11011748040072443
Pathogen Molecular Genetics Section,Lymphocyte Biology Section,0.2264509990485252,0.0927536231884058,0.0410958904109589,0.1515151515151515,0.0,0.2314814814814814,0.0555925432756324,0.11010242706346221
Type 2 Immunity Section,Hepatic Pathogenesis Section,0.2072727272727272,0.0784313725490196,0.0696055684454756,0.0978970268310369,0.0,0.217391304347826,0.1202346041055718,0.11008890020093015
Structural Biology Section,Apicomplexan Molecular Physiology Section,0.213953488372093,0.0864197530864197,0.1632653061224489,0.1057312252964426,0.0,0.1379310344827586,0.0790554414784394,0.11008496741705903
Viral Pathogenesis and Vaccine Section,Molecular and Cellular Immunoregulation Section,0.3187066974595843,0.1269841269841269,0.0765027322404371,0.0943468296409472,0.0,0.1363636363636363,0.0521008403361344,0.11007602791415155
Neuroimmunology Unit,Antibacterial Host Defense Unit,0.2389380530973451,0.0729166666666666,0.043010752688172,0.1456692913385826,0.0,0.1929824561403508,0.1008316008316008,0.11004098815407683
Tuberculosis Research Section,Molecular Pathogenesis and Biomarkers Section,0.30828025477707,0.1156462585034013,0.0614973262032085,0.120137299771167,0.0,0.1073446327683615,0.0879091154990532,0.11003637536251924
TSE/Prion and Retroviral Pathogenesis Section,Molecular Biology Section,0.2042682926829268,0.0518518518518518,0.046195652173913,0.1336009174311926,0.0,0.2435897435897435,0.1170108161258603,0.11002485268119716
Virus Ecology Section,Vector Biology Section,0.2520398912058023,0.0903954802259887,0.0988857938718663,0.0967188505254128,0.0,0.2280701754385964,0.0336817653890824,0.11002448357819858
Viral Biochemistry Section,Clinical Research Section,0.3095684803001876,0.1170212765957446,0.1626213592233009,0.1030968247745982,0.0,0.05,0.0616844602609727,0.10998222688261672
Translational Autoinflammatory Disease Studies Unit,Metaorganism Immunity Section,0.285132382892057,0.0674157303370786,0.0778816199376947,0.121017328116266,0.0,0.1168831168831168,0.1271447426308843,0.10994111720500725
RML Flow Cytometry Unit,Immunity to Pulmonary Pathogens Section,0.2925170068027211,0.1978021978021978,0.131578947368421,0.1954652071931196,0.0,0.0,0.0,0.10993701210011342
Viral Pathogenesis and Vaccine Section,Vector Biology Section,0.1654611211573237,0.0726744186046511,0.0549132947976878,0.0866274179983179,0.0,0.359375,0.0772649572649572,0.10992242891588093
Immunity to Pulmonary Pathogens Section,Barrier Immunity Section,0.3440860215053763,0.1319796954314721,0.0674740484429065,0.1467166979362101,0.0,0.0416666666666666,0.080188679245283,0.10990890644331494
Plague Section,Lyme Disease Studies Unit,0.2161520190023753,0.0666666666666666,0.044378698224852,0.1230577998756991,0.0,0.2542372881355932,0.0934101087651951,0.10990885567127527
Mosquito Immunity and Vector Competence Section,Immunobiology Section,0.2298136645962732,0.0962343096234309,0.0558375634517766,0.0952519662103116,0.0,0.1940298507462686,0.1188325225851285,0.10989285313338244
Scientist Emerita,Retroviral Immunology Section,0.1399416909620991,0.0892857142857142,0.0472727272727272,0.1120632827949901,0.0,0.2926829268292683,0.1165254237288135,0.10989194524125857
Host-Parasite Interactions Section,B-Cell Molecular Immunology Section,0.2780373831775701,0.0476190476190476,0.0224719101123595,0.1225277375783888,0.0,0.3103448275862069,0.0425724637681159,0.10989005652126842
Translational Autoinflammatory Disease Studies Unit,Molecular Pathogenesis and Biomarkers Section,0.2394067796610169,0.048076923076923,0.0453586497890295,0.171840354767184,0.0,0.1612903225806451,0.1275590551181102,0.10986074748847988
Signaling Systems Section,Metaorganism Immunity Section,0.1875,0.0703517587939698,0.0762195121951219,0.1141855027279813,0.0047169811320754,0.2025316455696202,0.1296296296296296,0.10985326561233522
Innate Immunity and Pathogenesis Section,Cellular Biology Section,0.2790262172284644,0.1333333333333333,0.0949720670391061,0.1359397417503586,0.0,0.0879120879120879,0.0627240143369175,0.10981698281769825
Molecular Signaling Section,Chlamydial Diseases Section,0.2081911262798634,0.0616740088105726,0.0571030640668523,0.1026048284625158,0.0,0.2741935483870967,0.0952768729641693,0.10980671234269208
Immune Activation Section,Chlamydial Diseases Section,0.2081911262798634,0.0616740088105726,0.0571030640668523,0.1026048284625158,0.0,0.2741935483870967,0.0952768729641693,0.10980671234269208
Malaria Infection Biology and Immunity Unit,Host-Parasite Interactions Section,0.3639344262295082,0.1293103448275862,0.0149812734082397,0.0739762219286657,0.0,0.1578947368421052,0.0791788856304985,0.10977413636786053
Viral Pathogenesis and Evolution Section,Viral Biochemistry Section,0.4383301707779886,0.168103448275862,0.0185714285714285,0.1091435930457179,0.0,0.0363636363636363,0.0755250403877221,0.10976720213762929
Viral Pathogenesis and Evolution Section,RNA Viruses Section,0.3828125,0.2119815668202765,0.0890410958904109,0.1538461538461538,0.0,0.0,0.0,0.10975798494977733
Intracellular Parasite Biology Section,Clinical Research Section,0.1885496183206106,0.0631578947368421,0.0690721649484536,0.1446769790718835,0.0,0.2235294117647059,0.0996325030624744,0.10974344305693055
Neuroimmunology Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.2295345104333868,0.0630372492836676,0.0801815431164901,0.0913718503435988,0.0,0.1782178217821782,0.1459403905447071,0.10974071676088423
Neuroimmunological Diseases Section,Molecular Development of the Immune System Section,0.1646153846153846,0.0577777777777777,0.0893682588597842,0.1420704845814978,0.0,0.2388059701492537,0.0956986510562484,0.10972550991675452
Pathogen Molecular Genetics Section,Host-Parasite Interactions Section,0.2079002079002079,0.180327868852459,0.0109689213893967,0.1053506148222,0.0,0.2285714285714285,0.0644599303135888,0.1097190056034206
Microbial Pathogenesis Section,Clinical and Molecular Retrovirology Section,0.2825396825396825,0.0870588235294117,0.0561797752808988,0.0970124753775443,0.0,0.1769230769230769,0.096476025418833,0.10971872992029802
Translational Allergic Immunopathology Unit,Molecular and Cellular Immunoregulation Section,0.3300653594771242,0.0816326530612244,0.109375,0.1125755079626578,0.0,0.0555555555555555,0.1149425287356321,0.10971528131473832
Inflammation Biology Section,Food Allergy Research Section,0.2229965156794425,0.0606060606060606,0.1173708920187793,0.1848264729620662,0.0,0.1111111111111111,0.0894901144640998,0.10966385818900137
Molecular Pathology Section,Cellular Immunology Section,0.146067415730337,0.0502283105022831,0.0966767371601208,0.1215379602476376,0.0,0.2428571428571428,0.129965156794425,0.10964039948243567
Viral Pathogenesis Section (Laboratory of Immunoregulation),Signaling Systems Section,0.2019002375296912,0.0652173913043478,0.0588235294117647,0.1033888569787478,0.0,0.2105263157894736,0.1482758620689655,0.10963818332504201
Mucosal Immunobiology Section,Clinical Research Section,0.3002364066193853,0.0924855491329479,0.0786026200873362,0.08889816360601,0.0,0.1770833333333333,0.0620420127015144,0.10963183542996392
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular Genetics Section (Laboratory of Bacteriology),0.2631578947368421,0.0693641618497109,0.0087463556851311,0.0752427184466019,0.0,0.2758620689655172,0.117684887459807,0.10960403114508432
Malaria Genetics Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.2040133779264214,0.053175775480059,0.0162257495590828,0.0839064649243466,0.0,0.3174603174603174,0.1354351687388987,0.10953922672498238
Malaria Cell Biology Section,Coxiella Pathogenesis Section,0.3511811023622047,0.1266375545851528,0.0361990950226244,0.1159420289855072,0.0,0.0828729281767955,0.0970567624386825,0.10952443206123084
Malaria Cell Biology Section,Immune Activation Section,0.3539944903581267,0.1143790849673202,0.0534045393858478,0.1653524492234169,0.0029411764705882,0.0621761658031088,0.0603854389721627,0.10950716786675671
Molecular Signaling Section,Malaria Cell Biology Section,0.3539944903581267,0.1143790849673202,0.0534045393858478,0.1653524492234169,0.0029411764705882,0.0621761658031088,0.0603854389721627,0.10950716786675671
Systems Genomics Section,Clinical Research Section,0.229965156794425,0.0875912408759124,0.1371428571428571,0.1185599006828057,0.0067567567567567,0.1428571428571428,0.0603337612323491,0.109486411492141
Primary Immune Deficiency Clinic,Clinical and Molecular Retrovirology Section,0.2258620689655172,0.0761904761904762,0.0714285714285714,0.1521574564723694,0.0,0.1791044776119403,0.0815775256618044,0.10948131092296444
Systems Genomics Section,Molecular and Cellular Immunoregulation Section,0.1734820322180917,0.0149812734082397,0.0662525879917184,0.0871173898419105,0.0,0.3333333333333333,0.1349911190053286,0.10946905557831103
Immunity to Pulmonary Pathogens Section,HIV Immunovirology Section,0.4336569579288026,0.0817610062893081,0.0611620795107033,0.0979431929480901,0.0,0.0754716981132075,0.0847926267281106,0.10946344167033267
T-Lymphocyte Biology Section,Integrative Immunobiology Section,0.27,0.0987654320987654,0.0696517412935323,0.1574733096085409,0.0,0.1081081081081081,0.0858895705521472,0.10944705163203697
Viral Pathogenesis and Evolution Section,Human Immunological Diseases Section,0.1684041700080192,0.0609137055837563,0.0822320117474302,0.1626898047722342,0.0,0.1508379888268156,0.1551535087719298,0.10944135902761412
Malaria Genetics Section,Coxiella Pathogenesis Section,0.2575431034482758,0.0421455938697318,0.0418502202643171,0.1001357773251866,0.0,0.2235294117647059,0.1325772389518967,0.10942532622253645
Lyme Disease Studies Unit,B-Cell Immunology Section,0.1749347258485639,0.0807453416149068,0.0831460674157303,0.1846560846560846,0.0,0.1724137931034483,0.0855578370978781,0.1093924973291387
Systems Genomics Section,Malaria Infection Biology and Immunity Unit,0.2119944211994421,0.0794392523364486,0.0667903525046382,0.1051799130090945,0.0,0.2,0.1211340206185567,0.10938436009252464
Molecular Parasitology Section,Genetic Engineering Section,0.134479271991911,0.0616966580976863,0.0763983628922237,0.0904265775506192,0.0,0.4054054054054054,0.0570813139472267,0.10937089109842106
Fungal Pathogenesis Section,Clinical and Molecular Retrovirology Section,0.33115823817292,0.1012145748987854,0.0918836140888208,0.1282993651854326,0.0,0.1052631578947368,0.0448343079922027,0.10936640324798177
Type 2 Immunity Section,Caliciviruses Section,0.2417582417582417,0.0592592592592592,0.0750853242320819,0.1165570830842797,0.0,0.1904761904761904,0.1046712802768166,0.10934979090895028
Viral Pathogenesis Section (Laboratory of Viral Diseases),B-Cell Molecular Immunology Section,0.2343434343434343,0.0533980582524271,0.02710027100271,0.1467671558905196,0.0,0.2297297297297297,0.1040378319388868,0.109342949000776
HIV Immunovirology Section,Antibacterial Host Defense Unit,0.3105263157894737,0.1475409836065573,0.0562248995983935,0.083030303030303,0.0,0.125,0.0759803921568627,0.10933071418762697
Viral Pathogenesis Section (Laboratory of Immunoregulation),Lyme Disease Studies Unit,0.2307692307692307,0.0679012345679012,0.0875912408759124,0.1593059936908517,0.0,0.16,0.0791962174940898,0.10931327884450558
Viral Biochemistry Section,Translational Mycology Section,0.2297520661157024,0.0449438202247191,0.069069069069069,0.1042884990253411,0.0,0.2272727272727272,0.1155555555555555,0.10927837516448334
Viral Pathogenesis and Evolution Section,Vaccine Development Unit,0.225022502250225,0.096,0.079380445304937,0.1438401775804661,0.0,0.1103286384976525,0.1259441707717569,0.10926636560351498
Viral Pathogenesis and Evolution Section,Pathogenesis and Immunity Section,0.225022502250225,0.096,0.079380445304937,0.1438401775804661,0.0,0.1103286384976525,0.1259441707717569,0.10926636560351498
Molecular Microbiology Section,Human Immunological Diseases Section,0.1638330757341576,0.0555555555555555,0.055813953488372,0.1521946564885496,0.0,0.2396694214876033,0.1198574667962423,0.10924068569343406
Molecular and Cellular Immunoregulation Section,Chlamydial Diseases Section,0.2142857142857142,0.0666666666666666,0.0592105263157894,0.1202600216684723,0.0,0.2244897959183673,0.1025299600532623,0.10922554863814263
Viral Immunology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.2874251497005988,0.1094890510948905,0.0163934426229508,0.0888888888888888,0.0,0.2419354838709677,0.0611476952022577,0.10921515787301976
Translational Immunobiology Unit,Emerging Virus Immunity Unit,0.3120567375886525,0.1343283582089552,0.2285714285714285,0.1416094822208359,0.0,0.0,0.0,0.10920664208584126
Viral Immunology Section,Malaria Infection Biology and Immunity Unit,0.3617021276595745,0.1666666666666666,0.0559440559440559,0.0949041608228144,0.0,0.0847457627118644,0.0485537190082644,0.10915376776838408
Viral Biochemistry Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.2793733681462141,0.1074380165289256,0.0215827338129496,0.116083009079118,0.0,0.16,0.1082390953150242,0.10914032357095133
Computational Biology Unit,B-Cell Immunology Section,0.2509505703422053,0.09375,0.0451388888888888,0.1011378002528445,0.0,0.2121212121212121,0.0875160875160875,0.10913709719583789
Immunobiology and Molecular Virology Unit,DNA Tumor Virus Section,0.3904282115869018,0.2595419847328244,0.0736543909348441,0.1181390486147412,0.0,0.0,0.0,0.10912156011087608
Pathogen Molecular Genetics Section,B-Cell Immunology Section,0.1530612244897959,0.1201413427561837,0.0469897209985315,0.1046611381183871,0.0,0.2666666666666666,0.0963488843813387,0.10911922136379447
Signaling Systems Section,Food Allergy Research Section,0.2160804020100502,0.0759493670886076,0.1186440677966101,0.1666666666666666,0.0,0.0930232558139534,0.1092436974789916,0.10911874793659358
Translational Mycology Section,Genomic Technologies Section,0.3043478260869565,0.1172839506172839,0.1090425531914893,0.2399767576990122,0.0402298850574712,0.0,0.0,0.10911610943273926
Molecular Pathogenesis and Biomarkers Section,Molecular Development of the Immune System Section,0.2948275862068965,0.0746887966804979,0.0648567119155354,0.1259469696969697,0.0,0.1538461538461538,0.0792031098153547,0.10911168973808015
Epithelial Therapeutics Unit,Antibacterial Host Defense Unit,0.2101910828025477,0.0833333333333333,0.0534351145038167,0.1027777777777777,0.0,0.28,0.0659722222222222,0.10910345384738027
Plague Section,Fungal Pathogenesis Section,0.3720930232558139,0.0828402366863905,0.0272904483430799,0.1532649757150566,0.0,0.1142857142857142,0.0656779661016949,0.10909189706977217
TSE/Prion Molecular Biology Section,B-Cell Molecular Immunology Section,0.2699228791773779,0.1103448275862069,0.0265486725663716,0.1248741188318227,0.0,0.1707317073170731,0.0887218045112782,0.10908830213520074
Viral Pathogenesis and Evolution Section,Viral Biology Section,0.3485477178423236,0.1549295774647887,0.0322108345534407,0.1306657223796034,0.0,0.063063063063063,0.0793650793650793,0.10906858281723375
Viral Pathogenesis and Vaccine Section,Microbial Pathogenesis Section,0.1866226259289843,0.0861618798955613,0.062135922330097,0.086918038590901,0.0,0.29,0.0822714681440443,0.10906820711415784
Multiscale Systems Biology Section,Mucosal Immunobiology Section,0.188034188034188,0.0617283950617283,0.0390625,0.0828625235404896,0.0,0.3095238095238095,0.1193490054249547,0.10905446230839858
Molecular Biology Section,Malaria Immunology Section,0.1441048034934497,0.0700934579439252,0.0245098039215686,0.1113207547169811,0.0,0.2962962962962963,0.1497753369945082,0.1090377939559054
Epidemiology and Population Studies Unit,Clinical Research Section,0.1648351648351648,0.0744680851063829,0.0802047781569965,0.1714043275350021,0.0,0.1978021978021978,0.0907524411257897,0.1090169070783836
TSE/Prion and Retroviral Pathogenesis Section,Disease Modeling and Transmission Section,0.1739130434782608,0.1206030150753768,0.0602582496413199,0.087945260615818,0.0,0.2291666666666666,0.1099809281627463,0.10901057422965078
Signaling Systems Section,Immunobiology Section,0.1274658573596358,0.0782608695652174,0.0489642184557438,0.1157506908197728,0.0,0.2857142857142857,0.1339674990091161,0.10897321447859892
Viral Immunity and Pathogenesis Unit,Food Allergy Research Section,0.3414634146341463,0.1304347826086956,0.0785714285714285,0.1564195298372513,0.0,0.0,0.1015228426395939,0.10895455256636538
Fungal Pathogenesis Section,Cellular Immunology Section,0.2949640287769784,0.0860655737704918,0.1012433392539964,0.1554817275747508,0.0,0.1153846153846153,0.039820806371329,0.10894805615281623
Neuroimmunological Diseases Section,Cellular Immunology Section,0.1775544388609715,0.0700934579439252,0.1191011235955056,0.1463683052090975,0.0,0.1318681318681318,0.1291139240506329,0.10894057625231628
Malaria Infection Biology and Immunity Unit,Genomic Technologies Section,0.4180602006688963,0.1596638655462184,0.1114982578397212,0.149079754601227,0.0,0.0,0.0,0.10890762393520552
Translational Mycology Section,Metaorganism Immunity Section,0.2076923076923077,0.0509803921568627,0.096078431372549,0.139335843889079,0.0,0.1621621621621621,0.1222937390286717,0.1088893599024248
Structural Biology Section,HIV Immunovirology Section,0.3284313725490196,0.1293103448275862,0.0432900432900432,0.0610446821900566,0.0,0.1818181818181818,0.0600924499229583,0.10886239499267632
